Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2010,Region,AveComSvcVehicleAge,Average age of commercial service vehicles,DAY,CalculateComEnergyAndEmissions,test,region_comsvc_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2010.csv
2010,Region,HhAutoFuelCI,Average carbon intensity of fuels used by household automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,HhLtTrkFuelCI,Average carbon intensity of fuels used by household light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,CarSvcAutoFuelCI,Average carbon intensity of fuels used by car service automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,CarSvcLtTrkFuelCI,Average carbon intensity of fuels used by car service light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,ComSvcAutoFuelCI,Average carbon intensity of fuels used by commercial service automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,ComSvcLtTrkFuelCI,Average carbon intensity of fuels used by commercial service light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkUrbanDvmt,Region heavy truck daily vehicle miles of travel in urbanized areas,MI/DAY,CalculateRoadDvmt,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkNonUrbanDvmt,Region heavy truck daily vehicle miles of travel outside of urbanized areas (i.e. in town or rural areas),MI/DAY,CalculateRoadDvmt,test,"","",,None,Region_test_2010.csv
2010,Region,LdvEcoDriveFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkEcoDriveFactor,Proportional adjustment of heavy truck internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,BusEcoDriveFactor,Proportional adjustment of bus internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,LdIceFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,LdHevFactor,Proportional adjustment of light-duty hybrid-electric vehicle (HEV) MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,LdEvFactor,Proportional adjustment of light-duty battery electric vehicle (EV) MPkWh in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,LdFcvFactor,Proportional adjustment of light-duty fuel cell vehicle (FCV) MPkWh in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,HdIceFactor,Proportional adjustment of heavy-duty internal combustion engine (ICE) vehicle MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2010.csv
2010,Region,ExtraVmtTax,Added vehicle mile tax for household vehicle use to pay for any deficit between road costs and road revenues (dollars per vehicle mile),USD,BalanceRoadCostsAndRevenues,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkNonUrbanGGE,Average daily amount of hydrocarbon fuels consumed by heavy trucks on rural and town roadways in the Region in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkUrbanGGE,Average daily amount of hydrocarbon fuels consumed by heavy trucks on urbanized area roadways in the Region in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkNonUrbanKWH,Average daily amount of electricity consumed by heavy trucks on rural and town roadways in the Region in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkUrbanKWH,Average daily amount of electricity consumed by heavy trucks on urbanized area roadways in the Region in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkNonUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by heavy trucks on rural and town roadways in the Region in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,HvyTrkUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by heavy trucks on urbanized area roadways in the Region in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2010.csv
2010,Region,Global,Global group indicator,"","",test,"","","","",Region_test_2010.csv
2010,Region,Year,Year group indicator,"","",test,"","","","",Region_test_2010.csv
2010,Region,Scenario,Scenario group indicator,"","",test,"","","","",Region_test_2010.csv
2010,Household,HhId,Unique household ID,ID,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Azone,Azone ID,ID,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Marea,Marea ID,ID,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,HhSize,Number of persons,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age0to14,Persons in 0 to 14 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age15to19,Persons in 15 to 19 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age20to29,Persons in 20 to 29 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age30to54,Persons in 30 to 54 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age55to64,Persons in 55 to 64 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Age65Plus,Persons in 65 or older age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,HhType,Coded household age composition (e.g. 2-1-0-2-0-0) or Grp for group quarters,category,CreateHouseholds,test,"","",,None,Household_test_2010.csv
2010,Household,Wkr15to19,Workers in 15 to 19 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,Wkr20to29,Workers in 20 to 29 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,Wkr30to54,Workers in 30 to 54 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,Wkr55to64,Workers in 55 to 64 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,Wkr65Plus,Workers in 65 or older age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,Workers,Total workers,PRSN,PredictWorkers,test,"","",,None,Household_test_2010.csv
2010,Household,LifeCycle,Household life cycle as defined by 2009 NHTS LIF_CYC variable,category,AssignLifeCycle,test,"","",,None,Household_test_2010.csv
2010,Household,Income,Total annual household (non-qroup & group quarters) income,USD,PredictIncome,test,"","",,None,Household_test_2010.csv
2010,Household,HouseType,"Type of dwelling unit in which the household resides (SF = single family, MF = multi-family, GQ = group quarters",category,PredictHousing,test,"","",,None,Household_test_2010.csv
2010,Household,Bzone,ID of Bzone in which household resides,ID,PredictHousing,test,"","",,None,Household_test_2010.csv
2010,Household,LocType,"Location type (Urban, Town, Rural) of the place where the household resides",category,AssignLocTypes,test,"","",,None,Household_test_2010.csv
2010,Household,IsUrbanMixNbrhd,Flag identifying whether household is (1) or is not (0) in urban mixed-use neighborhood,binary,CalculateUrbanMixMeasure,test,"","",,None,Household_test_2010.csv
2010,Household,FreeParkingSpaces,Number of free parking spaces available to the household,parking spaces,AssignParkingRestrictions,test,"","",,None,Household_test_2010.csv
2010,Household,ParkingUnitCost,Daily cost for long-term parking (e.g. paid on monthly basis),USD,AssignParkingRestrictions,test,"","",,None,Household_test_2010.csv
2010,Household,OtherParkingCost,Daily cost for parking at shopping locations or other locations of paid parking not including work (not adjusted for number of vehicle trips),USD,AssignParkingRestrictions,test,"","",,None,Household_test_2010.csv
2010,Household,IsIMP,"Identifies whether household is participant in travel demand management individualized marketing program (IMP): 1 = yes, 0 = no",binary,AssignDemandManagement,test,"","",,None,Household_test_2010.csv
2010,Household,PropTdmDvmtReduction,Proportional reduction in household DVMT due to participation in travel demand management programs,proportion,AssignDemandManagement,test,"","",,None,Household_test_2010.csv
2010,Household,CarSvcLevel,Level of car service availability. High means access is competitive with household owned car. Low is not competitive.,category,AssignCarSvcAvailability,test,"","",,None,Household_test_2010.csv
2010,Household,Drv15to19,Number of drivers 15 to 19 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Drv20to29,Number of drivers 20 to 29 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Drv30to54,Number of drivers 30 to 54 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Drv55to64,Number of drivers 55 to 64 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Drv65Plus,Number of drivers 65 or older,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Drivers,Number of drivers in household,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,DrvAgePersons,Number of people 15 year old or older in the household,PRSN,AssignDrivers,test,"","",,None,Household_test_2010.csv
2010,Household,Vehicles,Number of automobiles and light trucks owned or leased by the household including high level car service vehicles available to driving-age persons,VEH,AssignVehicleOwnership,test,"","",,None,Household_test_2010.csv
2010,Household,NumLtTrk,"Number of light trucks (pickup, sport-utility vehicle, and van) owned or leased by household",VEH,AssignVehicleType,test,"","",,None,Household_test_2010.csv
2010,Household,NumAuto,Number of automobiles (i.e. 4-tire passenger vehicles that are not light trucks) owned or leased by household,VEH,AssignVehicleType,test,"","",,None,Household_test_2010.csv
2010,Household,HasPaydIns,"Identifies whether household has pay-as-you-drive insurance for vehicles: 1 = Yes, 0 = no",binary,CalculateVehicleOwnCost,test,"","",,None,Household_test_2010.csv
2010,Household,OwnCostSavings,"Annual vehicle ownership cost (depreciation, finance, insurance, taxes) savings in dollars resulting from substituting the use of car services for a household vehicle",USD,AdjustVehicleOwnership,test,"","",,None,Household_test_2010.csv
2010,Household,OwnCost,"Annual household vehicle ownership cost (depreciation, finance, insurance, taxes) savings in dollars",USD,AdjustVehicleOwnership,test,"","",,None,Household_test_2010.csv
2010,Household,NumHighCarSvc,Number of high level service car service vehicles available to the household (difference between number of vehicles owned by the household and number of driving age persons for households having availability of high level car services,VEH,AdjustVehicleOwnership,test,"","",,None,Household_test_2010.csv
2010,Household,Dvmt,Average daily vehicle miles traveled by the household in autos or light trucks,MI/DAY,CalculateHouseholdDvmt,test,"","",,None,Household_test_2010.csv
2010,Household,WalkTrips,Average number of walk trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2010.csv
2010,Household,BikeTrips,Average number of bicycle trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2010.csv
2010,Household,TransitTrips,Average number of public transit trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2010.csv
2010,Household,VehicleTrips,Average number of vehicle trips per day by household members,TRIP/DAY,CalculateVehicleTrips,test,"","",,None,Household_test_2010.csv
